yr,cls,inc_cost,tot_cost,tech_type,base_cost,fuel_1,fuel_2,range_limited,intro_yr,intro,final,incr_cost,fuel_mo,cost,interval_k_miles,monthly_mi_dep_savings,subsidy,f1_mpgde,f2_mpgde,CD_range,flt,cohort,VMTShr,TruckShr,VMT,price_dge_f1,price_dge_f2,fuel_avail_pref_factor_multiplier,OPDAYS,VMTperday,fuel1_vmtshr,monthly_fuel_cost,base_monthly_fuel_cost,monthly_savings,pref_factor,indifference_calc,inc_cost_adj,adoption_curve,cumulative_proportion_willing_to_adopt,indiv_tech_adoption_rate,adj_indiv_tech_adoption_rate,final_mkt_shr,tech_shr_of_vmt,tech_shr_of_trk,conventional_diesel_ice,adv_conv,hev,bev,fcev,na
2030,78Sleep,9181.999013139284,178481.99901313928,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.574293862924508,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3250624511,NA,1,250,896.1680079175497,1,7240.184635613103,7892.861105075846,652.6764694627436,0.49665357453785763,0,0.9918626118057354,Moderate,0.8427352129942551,0.8370949118450393,0.8302831455919125,0.353228039455403,0.017919623757582027,0.009141325292976824,NA,NA,15,NA,NA,NA
2030,78Sleep,380632.6240131393,549932.6240131393,alt,169300,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,16.023884368211938,1,514.1886206792625,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.181428844000001,NA,0.5419371879237143,250,896.1680079175497,1,11862.852397936698,7892.861105075846,-3969.991292860852,0.2691550415573074,0,7.981884120322746e-7,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2030,78Sleep,1,169301,alt,169300,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,10.510826755601892,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1891.4829810438193,7892.861105075846,6001.378124032027,0.4627493986296461,0.4627493986296461,0.9999999999030866,Moderate,1,0.9254987972592922,0.9254987971695989,0.3668572489403549,0.01861104765037421,0.009494040885940955,NA,NA,NA,NA,1,NA
2030,78Sleep,1000000,1169300,alt,169300,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3250624511,NA,1,250,896.1680079175497,1,62079.47068757775,7892.861105075846,-54186.6095825019,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2031,78Sleep,169300,169300,base,169300,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,7.959976452752454,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3623350247,NA,1,250,896.1680079175497,1,7886.374567505979,7886.374567505979,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.07056906992833112,0.0035800419015089226,0.0018262843030023674,NA,NA,NA,NA,NA,NA
2031,78Sleep,2606.49626233911,171906.49626233912,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.044598697999623,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3623350247,NA,1,250,896.1680079175497,1,7803.416703749709,7886.374567505979,82.95786375626994,0.49876368842168267,0.4744927241434195,0.9993418046171098,Moderate,0.22440545846436388,0.4744927241434195,0.4741804152231733,0.2027395780265668,0.010285188470904814,0.005246776092178531,NA,36,NA,NA,NA,NA
2031,78Sleep,9289.996262339118,178589.99626233912,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.699707011593706,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3623350247,NA,1,250,896.1680079175497,1,7215.801149541651,7886.374567505979,670.5734179643277,0.49876368842168267,0,0.9916708687589637,Moderate,0.8427352129942551,0.8406514463916941,0.8336495501667307,0.35643344304571034,0.018082237196815416,0.009224279174439494,NA,NA,15,NA,NA,NA
2031,78Sleep,353904.4962623391,523204.4962623391,alt,169300,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,16.31711277707964,1,515.1258712710085,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.1662861328,NA,0.6024235991658122,250,896.1680079175497,1,11632.343341031134,7886.374567505979,-3745.9687735251546,0.30046701631220585,0,5.3509274740015655e-6,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2031,78Sleep,1,169301,alt,169300,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,10.668660290893733,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1863.500138052997,7886.374567505979,6022.874429452982,0.4647154650808716,0.4647154650808716,0.9999999999030866,Moderate,1,0.9294309301617432,0.9294309300716689,0.37025790899939176,0.018783566652204674,0.00958204788521094,NA,NA,NA,NA,1,NA
2031,78Sleep,1000000,1169300,alt,169300,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3623350247,NA,1,250,896.1680079175497,1,62775.35585493342,7886.374567505979,-54888.98128742744,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2032,78Sleep,169300,169300,base,169300,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,8.02147092550181,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3867238939999997,NA,1,250,896.1680079175497,1,7882.68145591306,7882.68145591306,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.06911409905241817,0.003506229724211793,0.0017886305479691209,NA,NA,NA,NA,NA,NA
2032,78Sleep,2738.4367830923757,172038.4367830924,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.110931222950986,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3867238939999997,NA,1,250,896.1680079175497,1,7795.738661262345,7882.68145591306,86.94279465071486,0.4995444744027997,0.46554615505352465,0.9992735073602573,Moderate,0.22440545846436388,0.46554615505352465,0.46520793919841774,0.1997988823416893,0.01013600393748047,0.005170672689162836,NA,36,NA,NA,NA,NA
2032,78Sleep,9319.311783092387,178619.3117830924,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.778269823488383,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3867238939999997,NA,1,250,896.1680079175497,1,7203.0937058245645,7882.68145591306,679.5877500884953,0.4995444744027997,0,0.9916184402512696,Moderate,0.8427352129942551,0.8419674380718932,0.8349104376832082,0.3585798053918573,0.018191124378449393,0.009279825717213893,NA,NA,15,NA,NA,NA
2032,78Sleep,327097.6867830924,496397.6867830924,alt,169300,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,16.500800441192215,1,516.0631218627544,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.1611156742,NA,0.6895891573297089,250,896.1680079175497,1,11497.001342981606,7882.68145591306,-3614.3198870685464,0.344480453152139,0,3.138942532598943e-5,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2032,78Sleep,1,169301,alt,169300,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,10.767532271028065,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1846.388701189636,7882.68145591306,6036.292754723424,0.4654429505188986,0.4654429505188986,0.9999999999030866,Moderate,1,0.9308859010377972,0.930885900947582,0.3725072132140353,0.01889767618129217,0.009640258500485485,NA,NA,NA,NA,1,NA
2032,78Sleep,1000000,1169300,alt,169300,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3867238939999997,NA,1,250,896.1680079175497,1,63230.70011359888,7882.68145591306,-55348.018657685825,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2033,78Sleep,169300,169300,base,169300,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,8.039526911910627,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4412127438,NA,1,250,896.1680079175497,1,7991.517005141652,7991.517005141652,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.06857769836034988,0.003479017562346076,0.001774748826628046,NA,NA,NA,NA,NA,NA
2033,78Sleep,2807.4565583071735,172107.45655830717,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.145630615794332,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4412127438,NA,1,250,896.1680079175497,1,7887.420760923186,7991.517005141652,104.09624421846547,0.4998323249347668,0.4596065849325489,0.9992364388651711,Moderate,0.36787944117144233,0.4596065849325489,0.459255647206983,0.1952981996563714,0.009907679650151793,0.005054197778138243,NA,30,NA,NA,NA,NA
2033,78Sleep,9285.706558307167,178585.70655830717,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.819367035976677,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4412127438,NA,1,250,896.1680079175497,1,7284.878355526197,7991.517005141652,706.6386496154546,0.4998323249347668,0,0.991678526935952,Moderate,0.8707376536273742,0.8704456516416282,0.8632022615977748,0.36707626494002593,0.018622158558548565,0.00949970888585525,NA,NA,14,NA,NA,NA
2033,78Sleep,300227.95655830717,469527.95655830717,alt,169300,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,16.596889809449976,1,517.0003724545004,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.216654205600001,NA,0.7434646892234733,250,896.1680079175497,1,11492.914676752964,7991.517005141652,-3501.397671611312,0.37160768412147255,0,1.6078197672952932e-4,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2033,78Sleep,1,169301,alt,169300,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,10.819253469375269,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1837.5620814500598,7991.517005141652,6153.954923691592,0.4657111508649587,0.4657111508649587,0.9999999999030866,Moderate,1,0.9314223017299174,0.9314223016396501,0.3690478370432528,0.01872217845038739,0.009550731964209793,NA,NA,NA,NA,1,NA
2033,78Sleep,1000000,1169300,alt,169300,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4412127438,NA,1,250,896.1680079175497,1,64248.01602982773,7991.517005141652,-56256.49902468608,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2034,78Sleep,169300,169300,base,169300,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,8.057211603483672,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4689811773,NA,1,250,896.1680079175497,1,8038.321506651566,8038.321506651566,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.06838021200287503,0.003468998875186753,0.001769638000665911,NA,NA,NA,NA,NA,NA
2034,78Sleep,2840.180657763047,172140.18065776303,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.162082514962798,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4689811773,NA,1,250,896.1680079175497,1,7935.04074446625,8038.321506651566,103.28076218531623,0.49993830271200684,0.456456309489969,0.9992185417739377,Moderate,0.34087256868851834,0.456456309489969,0.45609960795208004,0.1942349517069355,0.009853739982043091,0.005026681572494236,NA,31,NA,NA,NA,NA
2034,78Sleep,9215.805657763034,178515.80565776303,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.838852310517789,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4689811773,NA,1,250,896.1680079175497,1,7327.473640311485,8038.321506651566,710.847866340081,0.49993830271200684,0,0.9918028271013797,Moderate,0.8707376536273742,0.8706302093238095,0.8634935029672203,0.3677280487066591,0.018655224223118605,0.009516576650488719,NA,NA,14,NA,NA,NA
2034,78Sleep,273321.93065776303,442621.93065776303,alt,169300,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,16.642448318351715,1,517.9376230462464,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.239288936,NA,0.792685716633222,250,896.1680079175497,1,11486.845505864221,8038.321506651566,-3448.5239992126553,0.3962939517576638,0,7.173837943728056e-4,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2034,78Sleep,1,169301,alt,169300,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,10.84377585637847,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1833.4065724188383,8038.321506651566,6204.914934232727,0.46580989404370565,0.46580989404370565,0.9999999999030866,Moderate,1,0.9316197880874113,0.9316197879971249,0.3696567875835304,0.018753071141085372,0.009566491231182467,NA,NA,NA,NA,1,NA
2034,78Sleep,1000000,1169300,alt,169300,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4689811773,NA,1,250,896.1680079175497,1,64766.457315925356,8038.321506651566,-56728.135809273794,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2035,78Sleep,169300,169300,base,169300,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,8.068584755581561,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5000631538,NA,1,250,896.1680079175497,1,8098.912632408321,8098.912632408321,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.06830753975961013,0.0034653121371267326,0.0017677572875252467,NA,NA,NA,NA,NA,NA
2035,78Sleep,2866.58647871119,172166.5864787112,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.17535792699622,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5000631538,NA,1,250,896.1680079175497,1,7993.137864563973,8098.912632408321,105.77476784434748,0.4999773010656488,0.45372053243346566,0.9992039492396703,Moderate,0.36787944117144233,0.45372053243346566,0.4533593478586448,0.1933028969767576,0.009806455881630186,0.005002560567002854,NA,30,NA,NA,NA,NA
2035,78Sleep,9139.586478711193,178439.5864787112,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.854575422206523,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5000631538,NA,1,250,896.1680079175497,1,7379.999591934424,8098.912632408321,718.9130404738971,0.4999773010656488,0,0.9919373097645506,Moderate,0.8707376536273742,0.8706981239937006,0.8636779547313526,0.368254126650513,0.018681912701291402,0.009530191225429155,NA,NA,14,NA,NA,NA
2035,78Sleep,246409.58647871116,415709.58647871116,alt,169300,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,16.67921051650924,1,518.874873637992,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.145019539199998,NA,0.8561203021254231,250,896.1680079175497,1,11356.005556700968,8098.912632408321,-3257.092924292647,0.42804071804417687,0,0.0027826435712632325,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2035,78Sleep,1,169301,alt,169300,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,10.86356352880321,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1830.0670744189229,8098.912632408321,6268.845557989398,0.46584623016534166,0.46584623016534166,0.9999999999030866,Moderate,1,0.9316924603306833,0.9316924602403899,0.3701354366131193,0.018777353501385506,0.009578878374874079,NA,NA,NA,NA,1,NA
2035,78Sleep,1000000,1169300,alt,169300,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5000631538,NA,1,250,896.1680079175497,1,65346.76300263672,8098.912632408321,-57247.8503702284,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2036,78Sleep,169300,169300,base,169300,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,8.082734838312888,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.535600313,NA,1,250,896.1680079175497,1,8166.820886010996,8166.820886010996,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.06828080228261557,0.0034639557172663274,0.0017670653379985401,NA,NA,NA,NA,NA,NA
2036,78Sleep,3449.553791228615,172749.55379122862,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.265689420022023,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.535600313,NA,1,250,896.1680079175497,1,7986.054682108601,8166.820886010996,180.76620390239532,0.499991649289076,0.35066906452369906,0.9988474519685585,Moderate,0.6510784010991584,0.6510675271641255,0.650317140567357,0.24923144970739125,0.012643769204163229,0.006449957252906887,NA,21,NA,NA,NA,NA
2036,78Sleep,9566.553791228624,178866.55379122862,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.997573231603015,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.535600313,NA,1,250,896.1680079175497,1,7336.4501732276485,8166.820886010996,830.3707127833477,0.499991649289076,0,0.9911698094647642,Moderate,0.9208397583791071,0.9208243790458481,0.9126933243293831,0.3497860753945633,0.017745009361022624,0.009052249371440748,NA,NA,12,NA,NA,NA
2036,78Sleep,233540.68712456198,402840.687124562,alt,169300,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,16.926966688541036,1,520.7116645864565,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.069103147044721,NA,0.8908829980431467,250,896.1680079175497,1,11106.05574283635,8166.820886010996,-2939.2348568253537,0.4454340595151896,0,0.005063105663377976,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2036,78Sleep,1,169301,alt,169300,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,11.043101585310085,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1800.3139581154862,8166.820886010996,6366.50692789551,0.4658595989038402,0.4658595989038402,0.9999999999030866,Moderate,1,0.9317191978076804,0.9317191977173844,0.33270167261542993,0.01687829993898165,0.008610115492485158,NA,NA,NA,NA,1,NA
2036,78Sleep,1000000,1169300,alt,169300,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.535600313,NA,1,250,896.1680079175497,1,66010.2476936224,8166.820886010996,-57843.4268076114,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2037,78Sleep,169300,169300,base,169300,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,8.094667744520162,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5596248174,NA,1,250,896.1680079175497,1,8210.193586241734,8210.193586241734,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.0682709657283973,0.0034634566986976594,0.001766810774000705,NA,NA,NA,NA,NA,NA
2037,78Sleep,3805.0133195880057,173105.013319588,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.320768305608754,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5596248174,NA,1,250,896.1680079175497,1,7987.09767630708,8210.193586241734,223.09590993465372,0.4999969279126989,0.24709920317712272,0.9985978602647523,Moderate,0.7177177698896199,0.7177133601063266,0.7167070256856033,0.2674109152883429,0.013566032294677864,0.006920430686398105,NA,19,NA,NA,NA,NA
2037,78Sleep,9766.013319588004,179066.013319588,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,9.084764970819068,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5596248174,NA,1,250,896.1680079175497,1,7315.410955846165,8210.193586241734,894.782630395569,0.4999969279126989,0,0.990799474415823,Moderate,0.9208397583791071,0.920834100578851,0.9123619428776926,0.34041181888204197,0.017269443633085402,0.008809649355052233,NA,NA,12,NA,NA,NA
2037,78Sleep,220444.27998625475,389744.27998625475,alt,169300,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,17.078033978537537,1,522.5484555349211,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.013076452965333,NA,0.9317347591029426,250,896.1680079175497,1,10946.564933031808,8210.193586241734,-2736.3713467900743,0.46586451718094984,0,0.00900865091631764,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2037,78Sleep,1,169301,alt,169300,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,11.15257343993759,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1782.6423678795568,8210.193586241734,6427.551218362178,0.46586451718094984,0.46586451718094984,0.9999999999030866,Moderate,1,0.9317290343618997,0.9317290342716027,0.3239063001012178,0.016432101594972895,0.008382496639380288,NA,NA,NA,NA,1,NA
2037,78Sleep,1000000,1169300,alt,169300,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5596248174,NA,1,250,896.1680079175497,1,66458.78919881728,8210.193586241734,-58248.59561257555,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2038,78Sleep,169300,169300,base,169300,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,8.100586225469392,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5897074603999997,NA,1,250,896.1680079175497,1,8273.529260344325,8273.529260344325,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.06705108831900031,0.0034015710560955864,0.0017352410938755243,NA,NA,NA,NA,NA,NA
2038,78Sleep,4355.744167905732,173655.74416790574,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.406104719359087,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5897074603999997,NA,1,250,896.1680079175497,1,7972.829199714406,8273.529260344325,300.7000606299189,0.499998869837851,0.08137114687483285,0.9981630002148252,Moderate,0.8131554612767673,0.8131536232817201,0.8116598602504375,0.2898253198153905,0.014703138217792578,0.0075005017457228955,NA,16,NA,NA,NA,NA
2038,78Sleep,10160.744167905737,179460.74416790574,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,9.219855400737732,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5897074603999997,NA,1,250,896.1680079175497,1,7269.141895327396,8273.529260344325,1004.3873650169289,0.499998869837851,0,0.9900444838326186,Moderate,0.9423324261565089,0.9423302961796294,0.9329489116809997,0.3331348880748357,0.01690027740727802,0.008621326843210543,NA,NA,11,NA,NA,NA
2038,78Sleep,207543.1441679058,376843.1441679058,alt,169300,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,17.31208992621976,1,524.3852464833857,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,9.932570095649,NA,0.951971359071013,250,896.1680079175497,1,10711.747775271413,8273.529260344325,-2438.218514927088,0.4759846036535096,0,0.015383487243604055,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2038,78Sleep,1,169301,alt,169300,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,11.32218354335551,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1755.9377878649839,8273.529260344325,6517.591472479341,0.4658663265401137,0.4658663265401137,0.9999999999030866,Moderate,1,0.9317326530802273,0.93173265298993,0.3099887037907735,0.015726047540267643,0.008022317772022369,NA,NA,NA,NA,1,NA
2038,78Sleep,1000000,1169300,alt,169300,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5897074603999997,NA,1,250,896.1680079175497,1,67020.4371623632,8273.529260344325,-58746.90790201888,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2039,78Sleep,169300,169300,base,169300,Diesel,N/A,FALSE,NA,NA,NA,NA,NA,0,350,0,NA,8.104167041564082,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6205475440999995,NA,1,250,896.1680079175497,1,8340.92218527338,8340.92218527338,0,NA,NA,0.062176524022116264,Moderate,0,0,0,0.049827902221619036,0.002527821012787214,0.00128951558765473,NA,NA,NA,NA,NA,NA
2039,78Sleep,5178.7716970118445,174478.77169701183,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,8.533633834472672,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6205475440999995,NA,1,250,896.1680079175497,1,7921.153869653963,8340.92218527338,419.768315619418,0.4999995842359861,0,0.9974041904182774,Moderate,0.8968721742495617,0.8968714284752115,0.8945433210276024,0.3133132578487935,0.01589470560595606,0.008108355194604401,NA,13,NA,NA,NA,NA
2039,78Sleep,10827.771697011834,180127.77169701183,alt,169300,Diesel,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,9.421738304303894,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6205475440999995,NA,1,250,896.1680079175497,1,7174.496307041868,8340.92218527338,1166.4258782315128,0.4999995842359861,0,0.9887021232465928,Moderate,0.9610304919278353,0.9610296928040457,0.9501720977783809,0.3327972033036742,0.016883146309596166,0.008612587768180057,NA,NA,10,NA,NA,NA
2039,78Sleep,194914.30503034528,364214.3050303453,alt,169300,Electricity,N/A,TRUE,2021,0,0.5,5000,100,0,350,0,0,17.661869657792653,1,526.2220374318503,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,9.749364596268473,NA,0.9673209199620472,250,896.1680079175497,1,10305.945352408859,8340.92218527338,-1965.0231671354777,0.4836600578037952,0,0.0251753055045415,Moderate,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2039,78Sleep,1,169301,alt,169300,Hydrogen,N/A,FALSE,2021,0,0.5,5000,100,0,350,0,0,11.575653609094317,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,1.0648565759602588,NA,0.9317347591029426,250,896.1680079175497,1,1717.4883247457938,8340.92218527338,6623.433860527587,0.46586699216968797,0.46586699216968797,0.9999999999030866,Moderate,1,0.9317339843393759,0.9317339842490785,0.30406163662591323,0.01542536129309438,0.007868928904392142,NA,NA,NA,NA,1,NA
2039,78Sleep,1000000,1169300,alt,169300,Diesel,N/A,FALSE,2020,0,0,5000,100,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6205475440999995,NA,1,250,896.1680079175497,1,67596.2266701432,8340.92218527338,-59255.30448486981,0,0,0,Moderate,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
