class,year,powertrain,mileage_bin,share_sales,share_mileage
78Day,2014,fcev,40-60,0,0
78Day,2014,fcev,60-80,0,0
78Day,2014,fcev,80-100,0,0
78Day,2014,fcev,100-120,0,0
78Day,2014,fcev,120-140,0,0
78Day,2014,fcev,140-160,0,0
78Day,2014,fcev,160-180,0,0
78Day,2014,fcev,180-200,0,0
78Day,2014,fcev,>200,0,0
78Day,2015,conventional_ice,0-20,0.0856125748890732,0.014460391896953893
78Day,2015,conventional_ice,20-40,0.15668437142958752,0.06253296682339496
78Day,2015,conventional_ice,40-60,0.1541733394220961,0.10183824022001271
78Day,2015,conventional_ice,60-80,0.16182379091421278,0.1488890269765893
78Day,2015,conventional_ice,80-100,0.1874233515465234,0.21821028533557416
78Day,2015,conventional_ice,100-120,0.08334285284689441,0.11918901450350472
78Day,2015,conventional_ice,120-140,0.08307494022039132,0.13899504199886684
78Day,2015,conventional_ice,140-160,0.04158769520549807,0.08023651295139055
78Day,2015,conventional_ice,160-180,0.02122139982220353,0.0470327044901519
78Day,2015,conventional_ice,180-200,0.008551545256245397,0.02082373982501199
78Day,2015,conventional_ice,>200,0.016504138447274486,0.04779207497854919
78Day,2015,adv_conv,0-20,0,0
78Day,2015,adv_conv,20-40,0,0
78Day,2015,adv_conv,40-60,0,0
78Day,2015,adv_conv,60-80,0,0
78Day,2015,adv_conv,80-100,0,0
78Day,2015,adv_conv,100-120,0,0
78Day,2015,adv_conv,120-140,0,0
78Day,2015,adv_conv,140-160,0,0
78Day,2015,adv_conv,160-180,0,0
78Day,2015,adv_conv,180-200,0,0
78Day,2015,adv_conv,>200,0,0
78Day,2015,hev,0-20,0,0
78Day,2015,hev,20-40,0,0
78Day,2015,hev,40-60,0,0
78Day,2015,hev,60-80,0,0
78Day,2015,hev,80-100,0,0
78Day,2015,hev,100-120,0,0
78Day,2015,hev,120-140,0,0
78Day,2015,hev,140-160,0,0
78Day,2015,hev,160-180,0,0
78Day,2015,hev,180-200,0,0
78Day,2015,hev,>200,0,0
78Day,2015,phev,0-20,0,0
78Day,2015,phev,20-40,0,0
78Day,2015,phev,40-60,0,0
78Day,2015,phev,60-80,0,0
78Day,2015,phev,80-100,0,0
78Day,2015,phev,100-120,0,0
78Day,2015,phev,120-140,0,0
78Day,2015,phev,140-160,0,0
78Day,2015,phev,160-180,0,0
78Day,2015,phev,180-200,0,0
78Day,2015,phev,>200,0,0
78Day,2015,bev,0-20,0,0
78Day,2015,bev,20-40,0,0
78Day,2015,bev,40-60,0,0
78Day,2015,bev,60-80,0,0
78Day,2015,bev,80-100,0,0
78Day,2015,bev,100-120,0,0
78Day,2015,bev,120-140,0,0
78Day,2015,bev,140-160,0,0
78Day,2015,bev,160-180,0,0
78Day,2015,bev,180-200,0,0
78Day,2015,bev,>200,0,0
78Day,2015,fcev,0-20,0,0
78Day,2015,fcev,20-40,0,0
78Day,2015,fcev,40-60,0,0
78Day,2015,fcev,60-80,0,0
78Day,2015,fcev,80-100,0,0
78Day,2015,fcev,100-120,0,0
78Day,2015,fcev,120-140,0,0
78Day,2015,fcev,140-160,0,0
78Day,2015,fcev,160-180,0,0
78Day,2015,fcev,180-200,0,0
78Day,2015,fcev,>200,0,0
78Day,2016,conventional_ice,0-20,0.0856125748890732,0.014460391896953893
78Day,2016,conventional_ice,20-40,0.15668437142958752,0.06253296682339496
78Day,2016,conventional_ice,40-60,0.1541733394220961,0.10183824022001271
78Day,2016,conventional_ice,60-80,0.16182379091421278,0.1488890269765893
78Day,2016,conventional_ice,80-100,0.1874233515465234,0.21821028533557416
78Day,2016,conventional_ice,100-120,0.08334285284689441,0.11918901450350472
78Day,2016,conventional_ice,120-140,0.08307494022039132,0.13899504199886684
78Day,2016,conventional_ice,140-160,0.04158769520549807,0.08023651295139055
78Day,2016,conventional_ice,160-180,0.02122139982220353,0.0470327044901519
78Day,2016,conventional_ice,180-200,0.008551545256245397,0.02082373982501199
78Day,2016,conventional_ice,>200,0.016504138447274486,0.04779207497854919
78Day,2016,adv_conv,0-20,0,0
78Day,2016,adv_conv,20-40,0,0
78Day,2016,adv_conv,40-60,0,0
78Day,2016,adv_conv,60-80,0,0
78Day,2016,adv_conv,80-100,0,0
78Day,2016,adv_conv,100-120,0,0
78Day,2016,adv_conv,120-140,0,0
78Day,2016,adv_conv,140-160,0,0
78Day,2016,adv_conv,160-180,0,0
78Day,2016,adv_conv,180-200,0,0
78Day,2016,adv_conv,>200,0,0
78Day,2016,hev,0-20,0,0
78Day,2016,hev,20-40,0,0
78Day,2016,hev,40-60,0,0
78Day,2016,hev,60-80,0,0
78Day,2016,hev,80-100,0,0
78Day,2016,hev,100-120,0,0
78Day,2016,hev,120-140,0,0
78Day,2016,hev,140-160,0,0
78Day,2016,hev,160-180,0,0
78Day,2016,hev,180-200,0,0
78Day,2016,hev,>200,0,0
78Day,2016,phev,0-20,0,0
78Day,2016,phev,20-40,0,0
78Day,2016,phev,40-60,0,0
78Day,2016,phev,60-80,0,0
78Day,2016,phev,80-100,0,0
78Day,2016,phev,100-120,0,0
78Day,2016,phev,120-140,0,0
78Day,2016,phev,140-160,0,0
78Day,2016,phev,160-180,0,0
78Day,2016,phev,180-200,0,0
78Day,2016,phev,>200,0,0
78Day,2016,bev,0-20,0,0
78Day,2016,bev,20-40,0,0
78Day,2016,bev,40-60,0,0
78Day,2016,bev,60-80,0,0
78Day,2016,bev,80-100,0,0
78Day,2016,bev,100-120,0,0
78Day,2016,bev,120-140,0,0
78Day,2016,bev,140-160,0,0
78Day,2016,bev,160-180,0,0
78Day,2016,bev,180-200,0,0
78Day,2016,bev,>200,0,0
78Day,2016,fcev,0-20,0,0
78Day,2016,fcev,20-40,0,0
78Day,2016,fcev,40-60,0,0
78Day,2016,fcev,60-80,0,0
78Day,2016,fcev,80-100,0,0
78Day,2016,fcev,100-120,0,0
78Day,2016,fcev,120-140,0,0
78Day,2016,fcev,140-160,0,0
78Day,2016,fcev,160-180,0,0
78Day,2016,fcev,180-200,0,0
78Day,2016,fcev,>200,0,0
78Day,2017,conventional_ice,0-20,0.0856125748890732,0.014460391896953893
78Day,2017,conventional_ice,20-40,0.15668437142958752,0.06253296682339496
78Day,2017,conventional_ice,40-60,0.1541733394220961,0.10183824022001271
78Day,2017,conventional_ice,60-80,0.16182379091421278,0.1488890269765893
78Day,2017,conventional_ice,80-100,0.1874233515465234,0.21821028533557416
78Day,2017,conventional_ice,100-120,0.08334285284689441,0.11918901450350472
78Day,2017,conventional_ice,120-140,0.08307494022039132,0.13899504199886684
78Day,2017,conventional_ice,140-160,0.04158769520549807,0.08023651295139055
78Day,2017,conventional_ice,160-180,0.02122139982220353,0.0470327044901519
78Day,2017,conventional_ice,180-200,0.008551545256245397,0.02082373982501199
78Day,2017,conventional_ice,>200,0.016504138447274486,0.04779207497854919
78Day,2017,adv_conv,0-20,0,0
78Day,2017,adv_conv,20-40,0,0
78Day,2017,adv_conv,40-60,0,0
78Day,2017,adv_conv,60-80,0,0
78Day,2017,adv_conv,80-100,0,0
78Day,2017,adv_conv,100-120,0,0
78Day,2017,adv_conv,120-140,0,0
78Day,2017,adv_conv,140-160,0,0
78Day,2017,adv_conv,160-180,0,0
78Day,2017,adv_conv,180-200,0,0
78Day,2017,adv_conv,>200,0,0
78Day,2017,hev,0-20,0,0
78Day,2017,hev,20-40,0,0
78Day,2017,hev,40-60,0,0
78Day,2017,hev,60-80,0,0
78Day,2017,hev,80-100,0,0
78Day,2017,hev,100-120,0,0
78Day,2017,hev,120-140,0,0
78Day,2017,hev,140-160,0,0
78Day,2017,hev,160-180,0,0
78Day,2017,hev,180-200,0,0
78Day,2017,hev,>200,0,0
78Day,2017,phev,0-20,0,0
78Day,2017,phev,20-40,0,0
78Day,2017,phev,40-60,0,0
78Day,2017,phev,60-80,0,0
78Day,2017,phev,80-100,0,0
78Day,2017,phev,100-120,0,0
78Day,2017,phev,120-140,0,0
78Day,2017,phev,140-160,0,0
78Day,2017,phev,160-180,0,0
78Day,2017,phev,180-200,0,0
78Day,2017,phev,>200,0,0
78Day,2017,bev,0-20,0,0
78Day,2017,bev,20-40,0,0
78Day,2017,bev,40-60,0,0
78Day,2017,bev,60-80,0,0
78Day,2017,bev,80-100,0,0
78Day,2017,bev,100-120,0,0
78Day,2017,bev,120-140,0,0
78Day,2017,bev,140-160,0,0
78Day,2017,bev,160-180,0,0
78Day,2017,bev,180-200,0,0
78Day,2017,bev,>200,0,0
78Day,2017,fcev,0-20,0,0
78Day,2017,fcev,20-40,0,0
78Day,2017,fcev,40-60,0,0
78Day,2017,fcev,60-80,0,0
78Day,2017,fcev,80-100,0,0
78Day,2017,fcev,100-120,0,0
78Day,2017,fcev,120-140,0,0
78Day,2017,fcev,140-160,0,0
78Day,2017,fcev,160-180,0,0
78Day,2017,fcev,180-200,0,0
78Day,2017,fcev,>200,0,0
78Day,2018,conventional_ice,0-20,0.0856125748890732,0.014460391896953893
78Day,2018,conventional_ice,20-40,0.15668437142958752,0.06253296682339496
78Day,2018,conventional_ice,40-60,0.1541733394220961,0.10183824022001271
78Day,2018,conventional_ice,60-80,0.16182379091421278,0.1488890269765893
78Day,2018,conventional_ice,80-100,0.1874233515465234,0.21821028533557416
78Day,2018,conventional_ice,100-120,0.08334285284689441,0.11918901450350472
78Day,2018,conventional_ice,120-140,0.08307494022039132,0.13899504199886684
78Day,2018,conventional_ice,140-160,0.04158769520549807,0.08023651295139055
78Day,2018,conventional_ice,160-180,0.02122139982220353,0.0470327044901519
78Day,2018,conventional_ice,180-200,0.008551545256245397,0.02082373982501199
78Day,2018,conventional_ice,>200,0.016504138447274486,0.04779207497854919
78Day,2018,adv_conv,0-20,0,0
78Day,2018,adv_conv,20-40,0,0
78Day,2018,adv_conv,40-60,0,0
78Day,2018,adv_conv,60-80,0,0
78Day,2018,adv_conv,80-100,0,0
78Day,2018,adv_conv,100-120,0,0
78Day,2018,adv_conv,120-140,0,0
78Day,2018,adv_conv,140-160,0,0
78Day,2018,adv_conv,160-180,0,0
78Day,2018,adv_conv,180-200,0,0
78Day,2018,adv_conv,>200,0,0
78Day,2018,hev,0-20,0,0
78Day,2018,hev,20-40,0,0
78Day,2018,hev,40-60,0,0
78Day,2018,hev,60-80,0,0
78Day,2018,hev,80-100,0,0
78Day,2018,hev,100-120,0,0
78Day,2018,hev,120-140,0,0
78Day,2018,hev,140-160,0,0
78Day,2018,hev,160-180,0,0
78Day,2018,hev,180-200,0,0
78Day,2018,hev,>200,0,0
78Day,2018,phev,0-20,0,0
78Day,2018,phev,20-40,0,0
78Day,2018,phev,40-60,0,0
78Day,2018,phev,60-80,0,0
78Day,2018,phev,80-100,0,0
78Day,2018,phev,100-120,0,0
78Day,2018,phev,120-140,0,0
78Day,2018,phev,140-160,0,0
78Day,2018,phev,160-180,0,0
78Day,2018,phev,180-200,0,0
78Day,2018,phev,>200,0,0
78Day,2018,bev,0-20,0,0
78Day,2018,bev,20-40,0,0
78Day,2018,bev,40-60,0,0
78Day,2018,bev,60-80,0,0
78Day,2018,bev,80-100,0,0
78Day,2018,bev,100-120,0,0
78Day,2018,bev,120-140,0,0
78Day,2018,bev,140-160,0,0
78Day,2018,bev,160-180,0,0
78Day,2018,bev,180-200,0,0
78Day,2018,bev,>200,0,0
78Day,2018,fcev,0-20,0,0
78Day,2018,fcev,20-40,0,0
78Day,2018,fcev,40-60,0,0
78Day,2018,fcev,60-80,0,0
78Day,2018,fcev,80-100,0,0
78Day,2018,fcev,100-120,0,0
78Day,2018,fcev,120-140,0,0
78Day,2018,fcev,140-160,0,0
78Day,2018,fcev,160-180,0,0
78Day,2018,fcev,180-200,0,0
78Day,2018,fcev,>200,0,0
78Day,2019,conventional_ice,0-20,0.0856125748890732,0.014460391896953893
78Day,2019,conventional_ice,20-40,0.15668437142958752,0.06253296682339496
78Day,2019,conventional_ice,40-60,0.1541733394220961,0.10183824022001271
78Day,2019,conventional_ice,60-80,0.16182379091421278,0.1488890269765893
78Day,2019,conventional_ice,80-100,0.1874233515465234,0.21821028533557416
78Day,2019,conventional_ice,100-120,0.08334285284689441,0.11918901450350472
78Day,2019,conventional_ice,120-140,0.08307494022039132,0.13899504199886684
78Day,2019,conventional_ice,140-160,0.04158769520549807,0.08023651295139055
78Day,2019,conventional_ice,160-180,0.02122139982220353,0.0470327044901519
78Day,2019,conventional_ice,180-200,0.008551545256245397,0.02082373982501199
78Day,2019,conventional_ice,>200,0.016504138447274486,0.04779207497854919
78Day,2019,adv_conv,0-20,0,0
78Day,2019,adv_conv,20-40,0,0
78Day,2019,adv_conv,40-60,0,0
78Day,2019,adv_conv,60-80,0,0
78Day,2019,adv_conv,80-100,0,0
78Day,2019,adv_conv,100-120,0,0
78Day,2019,adv_conv,120-140,0,0
78Day,2019,adv_conv,140-160,0,0
78Day,2019,adv_conv,160-180,0,0
78Day,2019,adv_conv,180-200,0,0
78Day,2019,adv_conv,>200,0,0
78Day,2019,hev,0-20,0,0
78Day,2019,hev,20-40,0,0
78Day,2019,hev,40-60,0,0
78Day,2019,hev,60-80,0,0
78Day,2019,hev,80-100,0,0
78Day,2019,hev,100-120,0,0
78Day,2019,hev,120-140,0,0
78Day,2019,hev,140-160,0,0
78Day,2019,hev,160-180,0,0
78Day,2019,hev,180-200,0,0
78Day,2019,hev,>200,0,0
78Day,2019,phev,0-20,0,0
78Day,2019,phev,20-40,0,0
78Day,2019,phev,40-60,0,0
78Day,2019,phev,60-80,0,0
78Day,2019,phev,80-100,0,0
78Day,2019,phev,100-120,0,0
78Day,2019,phev,120-140,0,0
78Day,2019,phev,140-160,0,0
78Day,2019,phev,160-180,0,0
78Day,2019,phev,180-200,0,0
78Day,2019,phev,>200,0,0
78Day,2019,bev,0-20,0,0
78Day,2019,bev,20-40,0,0
78Day,2019,bev,40-60,0,0
78Day,2019,bev,60-80,0,0
78Day,2019,bev,80-100,0,0
78Day,2019,bev,100-120,0,0
78Day,2019,bev,120-140,0,0
78Day,2019,bev,140-160,0,0
78Day,2019,bev,160-180,0,0
78Day,2019,bev,180-200,0,0
78Day,2019,bev,>200,0,0
78Day,2019,fcev,0-20,0,0
78Day,2019,fcev,20-40,0,0
78Day,2019,fcev,40-60,0,0
78Day,2019,fcev,60-80,0,0
78Day,2019,fcev,80-100,0,0
78Day,2019,fcev,100-120,0,0
78Day,2019,fcev,120-140,0,0
78Day,2019,fcev,140-160,0,0
78Day,2019,fcev,160-180,0,0
78Day,2019,fcev,180-200,0,0
78Day,2019,fcev,>200,0,0
78Day,2020,conventional_ice,0-20,0.0856125748890732,0.014460391896953893
78Day,2020,conventional_ice,20-40,0.15668437142958752,0.06253296682339496
78Day,2020,conventional_ice,40-60,0.1541733394220961,0.10183824022001271
78Day,2020,conventional_ice,60-80,0.16182379091421278,0.1488890269765893
78Day,2020,conventional_ice,80-100,0.1874233515465234,0.21821028533557416
78Day,2020,conventional_ice,100-120,0.08334285284689441,0.11918901450350472
78Day,2020,conventional_ice,120-140,0.08307494022039132,0.13899504199886684
78Day,2020,conventional_ice,140-160,0.04158769520549807,0.08023651295139055
78Day,2020,conventional_ice,160-180,0.02122139982220353,0.0470327044901519
78Day,2020,conventional_ice,180-200,0.008551545256245397,0.02082373982501199
78Day,2020,conventional_ice,>200,0.016504138447274486,0.04779207497854919
78Day,2020,adv_conv,0-20,0,0
78Day,2020,adv_conv,20-40,0,0
78Day,2020,adv_conv,40-60,0,0
78Day,2020,adv_conv,60-80,0,0
78Day,2020,adv_conv,80-100,0,0
78Day,2020,adv_conv,100-120,0,0
78Day,2020,adv_conv,120-140,0,0
78Day,2020,adv_conv,140-160,0,0
78Day,2020,adv_conv,160-180,0,0
78Day,2020,adv_conv,180-200,0,0
78Day,2020,adv_conv,>200,0,0
78Day,2020,hev,0-20,0,0
78Day,2020,hev,20-40,0,0
78Day,2020,hev,40-60,0,0
78Day,2020,hev,60-80,0,0
78Day,2020,hev,80-100,0,0
78Day,2020,hev,100-120,0,0
78Day,2020,hev,120-140,0,0
78Day,2020,hev,140-160,0,0
78Day,2020,hev,160-180,0,0
78Day,2020,hev,180-200,0,0
78Day,2020,hev,>200,0,0
78Day,2020,phev,0-20,0,0
78Day,2020,phev,20-40,0,0
78Day,2020,phev,40-60,0,0
78Day,2020,phev,60-80,0,0
78Day,2020,phev,80-100,0,0
78Day,2020,phev,100-120,0,0
78Day,2020,phev,120-140,0,0
78Day,2020,phev,140-160,0,0
78Day,2020,phev,160-180,0,0
78Day,2020,phev,180-200,0,0
78Day,2020,phev,>200,0,0
78Day,2020,bev,0-20,0,0
78Day,2020,bev,20-40,0,0
78Day,2020,bev,40-60,0,0
78Day,2020,bev,60-80,0,0
78Day,2020,bev,80-100,0,0
78Day,2020,bev,100-120,0,0
78Day,2020,bev,120-140,0,0
78Day,2020,bev,140-160,0,0
78Day,2020,bev,160-180,0,0
78Day,2020,bev,180-200,0,0
78Day,2020,bev,>200,0,0
78Day,2020,fcev,0-20,0,0
78Day,2020,fcev,20-40,0,0
78Day,2020,fcev,40-60,0,0
78Day,2020,fcev,60-80,0,0
78Day,2020,fcev,80-100,0,0
78Day,2020,fcev,100-120,0,0
78Day,2020,fcev,120-140,0,0
78Day,2020,fcev,140-160,0,0
78Day,2020,fcev,160-180,0,0
78Day,2020,fcev,180-200,0,0
78Day,2020,fcev,>200,0,0
78Day,2021,conventional_ice,0-20,0.0856125748890732,0.014460391896953893
78Day,2021,conventional_ice,20-40,0.15668437142958752,0.06253296682339496
78Day,2021,conventional_ice,40-60,0.1541733394220961,0.10183824022001271
78Day,2021,conventional_ice,60-80,0.16182379091421278,0.1488890269765893
78Day,2021,conventional_ice,80-100,0.1874233515465234,0.21821028533557416
78Day,2021,conventional_ice,100-120,0.08334285284689441,0.11918901450350472
78Day,2021,conventional_ice,120-140,0.08307494022039132,0.13899504199886684
78Day,2021,conventional_ice,140-160,0.04158769520549807,0.08023651295139055
78Day,2021,conventional_ice,160-180,0.02122139982220353,0.0470327044901519
78Day,2021,conventional_ice,180-200,0.008551545256245397,0.02082373982501199
78Day,2021,conventional_ice,>200,0.016504138447274486,0.04779207497854919
78Day,2021,adv_conv,0-20,0,0
78Day,2021,adv_conv,20-40,0,0
78Day,2021,adv_conv,40-60,0,0
78Day,2021,adv_conv,60-80,0,0
78Day,2021,adv_conv,80-100,0,0
78Day,2021,adv_conv,100-120,0,0
78Day,2021,adv_conv,120-140,0,0
78Day,2021,adv_conv,140-160,0,0
78Day,2021,adv_conv,160-180,0,0
78Day,2021,adv_conv,180-200,0,0
78Day,2021,adv_conv,>200,0,0
78Day,2021,hev,0-20,0,0
78Day,2021,hev,20-40,0,0
78Day,2021,hev,40-60,0,0
78Day,2021,hev,60-80,0,0
78Day,2021,hev,80-100,0,0
78Day,2021,hev,100-120,0,0
78Day,2021,hev,120-140,0,0
78Day,2021,hev,140-160,0,0
78Day,2021,hev,160-180,0,0
78Day,2021,hev,180-200,0,0
78Day,2021,hev,>200,0,0
78Day,2021,phev,0-20,0,0
78Day,2021,phev,20-40,0,0
78Day,2021,phev,40-60,0,0
78Day,2021,phev,60-80,0,0
78Day,2021,phev,80-100,0,0
78Day,2021,phev,100-120,0,0
78Day,2021,phev,120-140,0,0
78Day,2021,phev,140-160,0,0
78Day,2021,phev,160-180,0,0
78Day,2021,phev,180-200,0,0
78Day,2021,phev,>200,0,0
78Day,2021,bev,0-20,0,0
78Day,2021,bev,20-40,0,0
78Day,2021,bev,40-60,0,0
78Day,2021,bev,60-80,0,0
78Day,2021,bev,80-100,0,0
78Day,2021,bev,100-120,0,0
78Day,2021,bev,120-140,0,0
78Day,2021,bev,140-160,0,0
78Day,2021,bev,160-180,0,0
78Day,2021,bev,180-200,0,0
78Day,2021,bev,>200,0,0
78Day,2021,fcev,0-20,0,0
78Day,2021,fcev,20-40,0,0
78Day,2021,fcev,40-60,0,0
78Day,2021,fcev,60-80,0,0
78Day,2021,fcev,80-100,0,0
78Day,2021,fcev,100-120,0,0
78Day,2021,fcev,120-140,0,0
78Day,2021,fcev,140-160,0,0
78Day,2021,fcev,160-180,0,0
78Day,2021,fcev,180-200,0,0
78Day,2021,fcev,>200,0,0
78Day,2022,conventional_ice,0-20,0.0856125748890732,0.014460391896953893
78Day,2022,conventional_ice,20-40,0.15668437142958752,0.06253296682339496
78Day,2022,conventional_ice,40-60,0.1541733394220961,0.10183824022001271
78Day,2022,conventional_ice,60-80,0.16182379091421278,0.1488890269765893
78Day,2022,conventional_ice,80-100,0.1874233515465234,0.21821028533557416
78Day,2022,conventional_ice,100-120,0.08334285284689441,0.11918901450350472
78Day,2022,conventional_ice,120-140,0.08307494022039132,0.13899504199886684
78Day,2022,conventional_ice,140-160,0.04158769520549807,0.08023651295139055
78Day,2022,conventional_ice,160-180,0.02122139982220353,0.0470327044901519
78Day,2022,conventional_ice,180-200,0.008551545256245397,0.02082373982501199
78Day,2022,conventional_ice,>200,0.016504138447274486,0.04779207497854919
78Day,2022,adv_conv,0-20,0,0
78Day,2022,adv_conv,20-40,0,0
78Day,2022,adv_conv,40-60,0,0
78Day,2022,adv_conv,60-80,0,0
78Day,2022,adv_conv,80-100,0,0
78Day,2022,adv_conv,100-120,0,0
78Day,2022,adv_conv,120-140,0,0
78Day,2022,adv_conv,140-160,0,0
78Day,2022,adv_conv,160-180,0,0
78Day,2022,adv_conv,180-200,0,0
78Day,2022,adv_conv,>200,0,0
78Day,2022,hev,0-20,0,0
78Day,2022,hev,20-40,0,0
78Day,2022,hev,40-60,0,0
78Day,2022,hev,60-80,0,0
78Day,2022,hev,80-100,0,0
78Day,2022,hev,100-120,0,0
78Day,2022,hev,120-140,0,0
78Day,2022,hev,140-160,0,0
78Day,2022,hev,160-180,0,0
78Day,2022,hev,180-200,0,0
78Day,2022,hev,>200,0,0
78Day,2022,phev,0-20,0,0
78Day,2022,phev,20-40,0,0
78Day,2022,phev,40-60,0,0
78Day,2022,phev,60-80,0,0
78Day,2022,phev,80-100,0,0
78Day,2022,phev,100-120,0,0
78Day,2022,phev,120-140,0,0
78Day,2022,phev,140-160,0,0
78Day,2022,phev,160-180,0,0
78Day,2022,phev,180-200,0,0
78Day,2022,phev,>200,0,0
78Day,2022,bev,0-20,0,0
78Day,2022,bev,20-40,0,0
78Day,2022,bev,40-60,0,0
78Day,2022,bev,60-80,0,0
78Day,2022,bev,80-100,0,0
78Day,2022,bev,100-120,0,0
78Day,2022,bev,120-140,0,0
78Day,2022,bev,140-160,0,0
78Day,2022,bev,160-180,0,0
78Day,2022,bev,180-200,0,0
78Day,2022,bev,>200,0,0
78Day,2022,fcev,0-20,0,0
78Day,2022,fcev,20-40,0,0
78Day,2022,fcev,40-60,0,0
78Day,2022,fcev,60-80,0,0
78Day,2022,fcev,80-100,0,0
78Day,2022,fcev,100-120,0,0
78Day,2022,fcev,120-140,0,0
78Day,2022,fcev,140-160,0,0
78Day,2022,fcev,160-180,0,0
78Day,2022,fcev,180-200,0,0
78Day,2022,fcev,>200,0,0
78Day,2023,conventional_ice,0-20,0.0856125748890732,0.014460391896953893
78Day,2023,conventional_ice,20-40,0.15668437142958752,0.06253296682339496
78Day,2023,conventional_ice,40-60,0.1541733394220961,0.10183824022001271
78Day,2023,conventional_ice,60-80,0.16182379091421278,0.1488890269765893
78Day,2023,conventional_ice,80-100,0.1874233515465234,0.21821028533557416
78Day,2023,conventional_ice,100-120,0.08334285284689441,0.11918901450350472
78Day,2023,conventional_ice,120-140,0.08307494022039132,0.13899504199886684
78Day,2023,conventional_ice,140-160,0.04158769520549807,0.08023651295139055
78Day,2023,conventional_ice,160-180,0.02122139982220353,0.0470327044901519
78Day,2023,conventional_ice,180-200,0.008551545256245397,0.02082373982501199
78Day,2023,conventional_ice,>200,0.016504138447274486,0.04779207497854919
78Day,2023,adv_conv,0-20,0,0
78Day,2023,adv_conv,20-40,0,0
78Day,2023,adv_conv,40-60,0,0
78Day,2023,adv_conv,60-80,0,0
78Day,2023,adv_conv,80-100,0,0
78Day,2023,adv_conv,100-120,0,0
78Day,2023,adv_conv,120-140,0,0
78Day,2023,adv_conv,140-160,0,0
78Day,2023,adv_conv,160-180,0,0
78Day,2023,adv_conv,180-200,0,0
78Day,2023,adv_conv,>200,0,0
78Day,2023,hev,0-20,0,0
78Day,2023,hev,20-40,0,0
78Day,2023,hev,40-60,0,0
78Day,2023,hev,60-80,0,0
78Day,2023,hev,80-100,0,0
78Day,2023,hev,100-120,0,0
78Day,2023,hev,120-140,0,0
78Day,2023,hev,140-160,0,0
78Day,2023,hev,160-180,0,0
78Day,2023,hev,180-200,0,0
78Day,2023,hev,>200,0,0
78Day,2023,phev,0-20,0,0
78Day,2023,phev,20-40,0,0
78Day,2023,phev,40-60,0,0
78Day,2023,phev,60-80,0,0
78Day,2023,phev,80-100,0,0
78Day,2023,phev,100-120,0,0
78Day,2023,phev,120-140,0,0
78Day,2023,phev,140-160,0,0
78Day,2023,phev,160-180,0,0
78Day,2023,phev,180-200,0,0
78Day,2023,phev,>200,0,0
78Day,2023,bev,0-20,0,0
78Day,2023,bev,20-40,0,0
78Day,2023,bev,40-60,0,0
78Day,2023,bev,60-80,0,0
78Day,2023,bev,80-100,0,0
78Day,2023,bev,100-120,0,0
78Day,2023,bev,120-140,0,0
78Day,2023,bev,140-160,0,0
78Day,2023,bev,160-180,0,0
78Day,2023,bev,180-200,0,0
78Day,2023,bev,>200,0,0
78Day,2023,fcev,0-20,0,0
78Day,2023,fcev,20-40,0,0
78Day,2023,fcev,40-60,0,0
78Day,2023,fcev,60-80,0,0
78Day,2023,fcev,80-100,0,0
78Day,2023,fcev,100-120,0,0
78Day,2023,fcev,120-140,0,0
78Day,2023,fcev,140-160,0,0
78Day,2023,fcev,160-180,0,0
78Day,2023,fcev,180-200,0,0
78Day,2023,fcev,>200,0,0
78Day,2024,conventional_ice,0-20,0.0856125748890732,0.014460391896953893
78Day,2024,conventional_ice,20-40,0.15668437142958752,0.06253296682339496
78Day,2024,conventional_ice,40-60,0.1541733394220961,0.10183824022001271
78Day,2024,conventional_ice,60-80,0.16182379091421278,0.1488890269765893
78Day,2024,conventional_ice,80-100,0.1874233515465234,0.21821028533557416
78Day,2024,conventional_ice,100-120,0.08334285284689441,0.11918901450350472
78Day,2024,conventional_ice,120-140,0.08307494022039132,0.13899504199886684
78Day,2024,conventional_ice,140-160,0.04158769520549807,0.08023651295139055
78Day,2024,conventional_ice,160-180,0.02122139982220353,0.0470327044901519
78Day,2024,conventional_ice,180-200,0.008551545256245397,0.02082373982501199
78Day,2024,conventional_ice,>200,0.016504138447274486,0.04779207497854919
78Day,2024,adv_conv,0-20,0,0
78Day,2024,adv_conv,20-40,0,0
78Day,2024,adv_conv,40-60,0,0
78Day,2024,adv_conv,60-80,0,0
78Day,2024,adv_conv,80-100,0,0
78Day,2024,adv_conv,100-120,0,0
78Day,2024,adv_conv,120-140,0,0
78Day,2024,adv_conv,140-160,0,0
78Day,2024,adv_conv,160-180,0,0
78Day,2024,adv_conv,180-200,0,0
78Day,2024,adv_conv,>200,0,0
78Day,2024,hev,0-20,0,0
78Day,2024,hev,20-40,0,0
78Day,2024,hev,40-60,0,0
78Day,2024,hev,60-80,0,0
78Day,2024,hev,80-100,0,0
78Day,2024,hev,100-120,0,0
78Day,2024,hev,120-140,0,0
78Day,2024,hev,140-160,0,0
78Day,2024,hev,160-180,0,0
78Day,2024,hev,180-200,0,0
78Day,2024,hev,>200,0,0
78Day,2024,phev,0-20,0,0
78Day,2024,phev,20-40,0,0
78Day,2024,phev,40-60,0,0
78Day,2024,phev,60-80,0,0
78Day,2024,phev,80-100,0,0
78Day,2024,phev,100-120,0,0
78Day,2024,phev,120-140,0,0
78Day,2024,phev,140-160,0,0
78Day,2024,phev,160-180,0,0
