yr,cls,inc_cost,tot_cost,tech_type,base_cost,fuel_1,fuel_2,range_limited,intro_yr,intro,final,incr_cost,fuel_mo,cost,interval_k_miles,monthly_mi_dep_savings,subsidy,f1_mpgde,f2_mpgde,CD_range,flt,cohort,VMTShr,TruckShr,VMT,price_dge_f1,price_dge_f2,fuel_avail_pref_factor_multiplier,OPDAYS,VMTperday,fuel1_vmtshr,monthly_fuel_cost,base_monthly_fuel_cost,monthly_savings,pref_factor,indifference_calc,inc_cost_adj,adoption_curve,cumulative_proportion_willing_to_adopt,indiv_tech_adoption_rate,adj_indiv_tech_adoption_rate,final_mkt_shr,final_mkt_shr_v7,tech_shr_of_vmt,tech_shr_of_trk,tech_shr_of_vmt_v7,tech_shr_of_trk_v7,conventional_diesel_ice,adv_conv,hev,bev,fcev,na
2042,78Sleep,5059.759976263551,168908.0524701735,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.801621075141009,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6971650080000003,NA,1,250,896.1680079175497,1,7042.374620912231,8517.2026469092,1474.8280259969688,0.499998869837851,0,0.9973545570184216,Moderate,1,0.999997739675702,0.9973523026736827,0.43360894923069726,0.43360894923069726,0.021997430442142463,0.011221534001023502,0.021997430442142463,0.011221534001023502,NA,4,NA,NA,NA,NA
2042,78Sleep,10446.846220752168,174295.1387146621,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,11.133488745578724,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6971650080000003,NA,1,250,896.1680079175497,1,6199.9153258032475,8517.2026469092,2317.2873211059523,0.499998869837851,0,0.9887711761329612,Moderate,1,0.999997739675702,0.9887689411894467,0.42987724645719444,0.42987724645719444,0.021808117301035674,0.011124959819081754,0.021808117301035674,0.011124959819081754,NA,NA,5,NA,NA,NA
2042,78Sleep,155470.91587252976,319319.2083664397,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,19.575379514168326,1,531.4719722658509,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,8.28091048336302,NA,1,250,896.1680079175497,1,7897.981243743506,8517.2026469092,619.221403165694,0.499998869837851,0,0.08200376606474669,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2042,78Sleep,61520.09368761653,225368.38618152647,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,12.964887473173619,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,5953.376976027971,8517.2026469092,2563.8256708812287,0.499998869837851,0,0.6759714308515815,Moderate,0.4555055067341879,0.45550447714402315,0.30790801317434685,0.13386610698579102,0.13386610698579102,0.0067911660545862855,0.0034643728497551892,0.0067911660545862855,0.0034643728497551892,NA,NA,NA,NA,27,NA
2042,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6971650080000003,NA,1,250,896.1680079175497,1,69026.68750337149,8517.2026469092,-60509.48485646229,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2043,78Sleep,5693.015093426056,169541.307587336,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.06802201132518,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.7195882209,NA,1,250,896.1680079175497,1,6897.614303087399,8568.841391206703,1671.2270881193035,0.4999995842359861,0,0.9966521165522209,Moderate,1,0.9999991684719722,0.996651287808052,0.39848836200671883,0.3984883620067189,0.020215726729805962,0.010312634716612966,0.020215726729805965,0.010312634716612968,NA,4,NA,NA,NA,NA
2043,78Sleep,10800.928848937441,174649.2213428474,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,11.582043419607206,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.7195882209,NA,1,250,896.1680079175497,1,5995.948220289999,8568.841391206703,2572.8931709167036,0.4999995842359861,0,0.9880017649221504,Moderate,1,0.9999991684719722,0.9880009433709914,0.39502971841925166,0.3950297184192517,0.020040266163610425,0.010223127139144736,0.020040266163610425,0.010223127139144736,NA,NA,5,NA,NA,NA
2043,78Sleep,130937.8591971601,294786.15169107006,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,20.39950731778181,1,533.2956885902548,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,7.450342955049495,NA,1,250,896.1680079175497,1,6818.750264731954,8568.841391206703,1750.0911264747483,0.4999995842359861,0,0.16965959007347653,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2043,78Sleep,53680.68138207308,217528.97387598304,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,13.562644650221907,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,5690.989078470208,8568.841391206703,2877.8523127364942,0.4999995842359861,0,0.7421824182873573,Moderate,0.6845390298813177,0.6845384606679282,0.508052410149228,0.20313320738208143,0.20313320738208143,0.010305157695209987,0.00525696297878349,0.010305157695209987,0.00525696297878349,NA,NA,NA,NA,20,NA
2043,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.7195882209,NA,1,250,896.1680079175497,1,69445.33262911532,8568.841391206703,-60876.491237908616,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2044,78Sleep,6288.836985383568,170137.1294792935,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.318675350737157,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.748680962,NA,1,250,896.1680079175497,1,6782.701905050381,8635.842595873522,1853.140690823141,0.4999998470488865,0,0.9959161852574563,Moderate,1,0.999999694097773,0.9959158806044773,0.3764794410266399,0.3764794410266399,0.019099191406388744,0.009743057323106737,0.019099191406388744,0.009743057323106737,NA,4,NA,NA,NA,NA
2044,78Sleep,11134.080805734813,174982.37329964477,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,12.004082953568762,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.748680962,NA,1,250,896.1680079175497,1,5830.391145225637,8635.842595873522,2805.4514506478854,0.4999998470488865,0,0.9872549940015487,Moderate,1,0.999999694097773,0.9872546919980474,0.3732053096379569,0.37320530963795684,0.018933091334863997,0.009658324808320984,0.018933091334863993,0.009658324808320982,NA,NA,5,NA,NA,NA
2044,78Sleep,107855.010203666,271703.30269757594,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,21.17491895498105,1,535.1194049146587,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,6.604116979035536,NA,1,250,896.1680079175497,1,5822.925038638437,8635.842595873522,2812.917557235085,0.4999998470488865,0,0.30010177417794137,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2044,78Sleep,46304.67549576735,210152.9679896773,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,14.125066970243514,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,5464.389141813366,8635.842595873522,3171.453454060156,0.4999998470488865,0,0.8010339080467798,Moderate,0.8131554612767673,0.8131552125307008,0.6513648977420771,0.24623112993988058,0.24623112993988056,0.0124915598793624,0.006372310815155089,0.0124915598793624,0.006372310815155088,NA,NA,NA,NA,16,NA
2044,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.748680962,NA,1,250,896.1680079175497,1,69988.49895904132,8635.842595873522,-61352.65636316779,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2045,78Sleep,6788.509104695286,170636.80159860523,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.528879921947295,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.800162241,NA,1,250,896.1680079175497,1,6738.576520260503,8754.42850334019,2015.8519830796877,0.49999994373241896,0,0.9952430623395929,Moderate,1,0.9999998874648379,0.9952429503397536,0.36134936591135614,0.3613493659113561,0.01833162704794242,0.009351500246977607,0.018331627047942417,0.009351500246977605,NA,4,NA,NA,NA,NA
2045,78Sleep,11413.470916358103,175261.76341026806,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,12.358016555563596,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.800162241,NA,1,250,896.1680079175497,1,5741.185303294859,8754.42850334019,3013.243200045331,0.49999994373241896,0,0.9866116964651143,Moderate,1,0.9999998874648379,0.9866115854366071,0.3582155198151474,0.3582155198151473,0.018172643794390948,0.00927039822963001,0.018172643794390944,0.009270398229630009,NA,NA,4,NA,NA,NA
2045,78Sleep,88497.11779988371,252345.41029379366,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,21.825199821340924,1,536.9431212390626,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,5.857205761484339,NA,1,250,896.1680079175497,1,5010.492899454888,8754.42850334019,3743.935603885302,0.49999994373241896,0,0.44470299349766096,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2045,78Sleep,40118.96036341886,203967.2528573288,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,14.59672931831556,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,5287.818996734831,8754.42850334019,3466.6095066053595,0.49999994373241896,0,0.8465907577973011,Moderate,0.8968721742495617,0.8968720733199061,0.7592836081991359,0.2756780646132502,0.2756780646132501,0.013985433329993439,0.007134379446924328,0.013985433329993437,0.007134379446924326,NA,NA,NA,NA,13,NA
2045,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.800162241,NA,1,250,896.1680079175497,1,70949.66302667628,8754.42850334019,-62195.23452333609,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2046,78Sleep,7168.6716749211255,171016.96416883107,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.68880861713754,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8024309569000003,NA,1,250,896.1680079175497,1,6641.714981892385,8759.652539285584,2117.9375573931984,0.4999999793003122,0,0.9946968133248785,Moderate,1,0.9999999586006244,0.9946967721450515,0.352299539000347,0.352299539000347,0.017872519969221963,0.0091172962699484425,0.017872519969221963,0.0091172962699484425,NA,4,NA,NA,NA,NA
2046,78Sleep,11626.037634502272,175474.33012841223,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,12.627297755421194,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8024309569000003,NA,1,250,896.1680079175497,1,5622.107097343474,8759.652539285584,3137.5454419421094,0.4999999793003122,0,0.9861118710146709,Moderate,1,0.9999999586006244,0.9861118301902552,0.3492589429335705,0.3492589429335705,0.01771826738610477,0.009038607506242698,0.01771826738610477,0.009038607506242698,NA,NA,4,NA,NA,NA
2046,78Sleep,73769.16751817858,237617.46001208853,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,22.319949149889784,1,538.7668375634665,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,5.30615958478337,NA,1,250,896.1680079175497,1,4438.490608459606,8759.652539285584,4321.161930825978,0.4999999793003122,0,0.5694573765467206,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2046,78Sleep,35412.71946561229,199261.01195952223,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,14.955581380681611,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,5160.940294790969,8759.652539285584,3598.7122444946144,0.4999999793003122,0,0.8783084609976547,Moderate,0.9423324261565089,0.9423323871445348,0.8276585087011625,0.2931382902111339,0.2931382902111339,0.014871208632313634,0.007586239390220725,0.014871208632313634,0.007586239390220725,NA,NA,NA,NA,11,NA
2046,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8024309569000003,NA,1,250,896.1680079175497,1,70992.02033102282,8759.652539285584,-62232.36779173724,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2047,78Sleep,7437.029564908895,171285.32205881883,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.801702759146982,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8379313606,NA,1,250,896.1680079175497,1,6633.659561684713,8841.436221667427,2207.7766599827146,0.49999999238501025,0,0.9942934902168491,Moderate,1,0.9999999847700205,0.9942934750737796,0.3459209667852255,0.34592096678522555,0.017548928403892747,0.00895222272818469,0.01754892840389275,0.008952222728184692,NA,4,NA,NA,NA,NA
2047,78Sleep,11776.089113607397,175624.38160751734,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,12.81738415599511,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8379313606,NA,1,250,896.1680079175497,1,5590.440133385267,8841.436221667427,3250.9960882821606,0.49999999238501025,0,0.9857536454637282,Moderate,1,0.9999999847700205,0.9857536304507204,0.3429499010161526,0.34294990101615264,0.01739820316468778,0.008875333365993067,0.017398203164687782,0.008875333365993068,NA,NA,4,NA,NA,NA
2047,78Sleep,63372.66357226099,227220.95606617094,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,22.66919417367885,1,540.5905538878704,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.975776188054705,NA,1,250,896.1680079175497,1,4098.009432361124,8841.436221667427,4743.426789306303,0.49999999238501025,0,0.6599807960753532,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2047,78Sleep,32090.570006344853,195938.8625002548,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,15.208896119734176,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,5074.98124597187,8841.436221667427,3766.4549756955576,0.49999999238501025,0,0.8989267773107087,Moderate,0.976595171704321,0.9765951568307966,0.8778875370671541,0.30542260727240156,0.3054226072724016,0.015494404741535746,0.007904149991067266,0.01549440474153575,0.007904149991067267,NA,NA,NA,NA,9,NA
2047,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8379313606,NA,1,250,896.1680079175497,1,71654.81879069151,8841.436221667427,-62813.382569024085,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2048,78Sleep,7616.601891689065,171464.894385599,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.877246145486064,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8705042234000002,NA,1,250,896.1680079175497,1,6643.497683771657,8916.480097347116,2272.982413575459,0.4999999971986018,0,0.9940154240116486,Moderate,1,0.9999999943972036,0.9940154184423825,0.34295878515879263,0.34295878515879263,0.01739865386643208,0.008875563282162652,0.01739865386643208,0.008875563282162652,NA,4,NA,NA,NA,NA
2048,78Sleep,11876.496421329713,175724.78891523965,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,12.944580927596949,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8705042234000002,NA,1,250,896.1680079175497,1,5582.4873727114045,8916.480097347116,3333.992724635711,0.4999999971986018,0,0.9855114463013205,Moderate,1,0.9999999943972036,0.9855114407797004,0.34002471211113194,0.34002471211113194,0.017249805306243017,0.008799631268941463,0.017249805306243017,0.008799631268941463,NA,NA,4,NA,NA,NA
2048,78Sleep,56415.81798060445,220264.1104745144,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,22.90289232036296,1,542.4142702122743,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.812644533797186,NA,1,250,896.1680079175497,1,3923.2108805475295,8916.480097347116,4993.2692167995865,0.4999999971986018,0,0.7194142234686012,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2048,78Sleep,29867.545714644868,193715.8382085548,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,15.378402285926851,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,5019.043015295484,8916.480097347116,3897.4370820516315,0.4999999971986018,0,0.9118294209876825,Moderate,0.9886499600138164,0.9886499544746119,0.901480115548084,0.3110319211724579,0.311031921172458,0.01577897103695827,0.008049315598842595,0.015778971036958273,0.008049315598842597,NA,NA,NA,NA,8,NA
2048,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8705042234000002,NA,1,250,896.1680079175497,1,72262.95957335085,8916.480097347116,-63346.47947600373,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2049,78Sleep,7732.503687963334,171580.79618187327,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.92600429397327,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8942058342,NA,1,250,896.1680079175497,1,6654.351457766574,8971.085887709769,2316.734429943195,0.49999999896942315,0,0.9938324707935204,Moderate,1,0.9999999979388463,0.993832468745079,0.34194285467827484,0.34194285467827473,0.017347114662458335,0.00884927162363016,0.017347114662458328,0.008849271623630157,NA,4,NA,NA,NA,NA
2049,78Sleep,11941.302550050905,175789.59504396084,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,13.02667784404994,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8942058342,NA,1,250,896.1680079175497,1,5581.275093432497,8971.085887709769,3389.810794277272,0.49999999896942315,0,0.985354063106628,Moderate,1,0.9999999979388463,0.9853540610756618,0.33902573231330774,0.3390257323133077,0.017199126027933078,0.008773778283694023,0.017199126027933075,0.00877377828369402,NA,NA,4,NA,NA,NA
2049,78Sleep,51925.64449489364,215773.9369888036,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,23.053728674005654,1,544.2379865366782,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.7309044396005095,NA,1,250,896.1680079175497,1,3831.3444389308615,8971.085887709769,5139.741448778907,0.49999999896942315,0,0.756552905069002,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2049,78Sleep,28432.733830268277,192281.0263241782,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,15.48780705610252,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,4983.588851539368,8971.085887709769,3987.497036170401,0.49999999896942315,0,0.9197557789323694,Moderate,0.9886499600138164,0.9886499579760569,0.9093165121897225,0.31286388175349655,0.31286388175349655,0.015871908291887258,0.008096725616521272,0.015871908291887258,0.008096725616521272,NA,NA,NA,NA,8,NA
2049,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.8942058342,NA,1,250,896.1680079175497,1,72705.47260116487,8971.085887709769,-63734.386713455104,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2050,78Sleep,7922.587096338422,171770.87959024837,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,11.00596953479296,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.9160477553999997,NA,1,250,896.1680079175497,1,6643.055360344248,9021.41941403089,2378.3640536866424,0.49999999962087194,0,0.9935265142230302,Moderate,1,0.9999999992417439,0.9935265134696826,0.33948610941653234,0.33948610941653234,0.01722248143451153,0.008785692561123704,0.01722248143451153,0.008785692561123704,NA,4,NA,NA,NA,NA
2050,78Sleep,12047.587096338422,175895.87959024837,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,13.16131994795264,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.9160477553999997,NA,1,250,896.1680079175497,1,5555.162035648657,9021.41941403089,3466.2573783822327,0.49999999962087194,0,0.9850941495356311,Moderate,1,0.9999999992417439,0.9850941487886774,0.33660478653292,0.3366047865329199,0.01707630894469999,0.008711125689836228,0.017076308944699987,0.008711125689836226,NA,NA,4,NA,NA,NA
2050,78Sleep,44561.58709633842,208409.87959024837,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,23.30110610152564,1,546.0617028610824,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.687279487853112,NA,1,250,896.1680079175497,1,3755.713983848069,9021.41941403089,5265.705430182821,0.49999999962087194,0,0.8142697077744361,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2050,78Sleep,26079.587096338422,189927.87959024837,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,15.66723509152549,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,4926.51461018384,9021.41941403089,4094.90480384705,0.49999999962087194,0,0.9320447401032165,Moderate,0.9967272854070297,0.9967272846512552,0.9289944229765638,0.31743561752023025,0.31743561752023025,0.016103837175520778,0.008215039337769684,0.016103837175520778,0.008215039337769684,NA,NA,NA,NA,7,NA
2050,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.9160477553999997,NA,1,250,896.1680079175497,1,73113.26491389186,9021.41941403089,-64091.845499860974,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
